Expired Flow,duration,tl_pkts, tl_bytes, pkts/s, bytes/s,avg , min, max, stddev,tot_fw_pk,tot_bw_pk,fw_pkt_l_avg, fw_pkt_l_min, fw_pkt_l_max, fw_pkt_l_std, bw_pkt_l_avg, bw_pkt_l_min, bw_pkt_l_max, bw_pkt_l_stddev, fw_pkt_s, bw_pkt_s, fl_iat_avg, fl_iat_std, fl_iat_min,fl_iat_max,fw_iat_tot, fw_iat_avg, fw_iat_std, fw_iat_min, fw_iat_max,bw_iat_tot, bw_iat_avg, bw_iat_std, bw_iat_min, bw_iat_max
192.168.1.2:50044→116.198.46.181:50602,120.001037,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143005.29,26933255.83, 16451.00, 59732378.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.019177,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004794.25,29986850.75, 17870.00, 59991717.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.040976,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061233.88,9439947.03, 0.00, 19992413.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.001374,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143053.43,26920117.23, 16524.00, 59713773.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.000109,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000036.33,28271549.22, 18028.00, 59991201.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.039400,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061141.18,9436116.31, 0.00, 19991720.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.000391,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17142913.00,26907910.49, 16482.00, 59692844.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.016473,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004118.25,29986431.75, 17235.00, 59990567.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.039634,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061154.94,9431944.64, 0.00, 19991559.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.003029,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143289.86,26895231.80, 16122.00, 59674886.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.018933,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004733.25,29986901.75, 17739.00, 59991651.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.040944,22,3137,0.18,26.13,1417.05,6,3137,1398.99,13,9,1383.00, 6, 3131,  1368.38, 1118.33, 6, 3125, 1371.56,149.77, 0.00 ,  5716235.43,8875893.85, 0.00, 19992500.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.002280,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143182.86,26883119.48, 16667.00, 59653699.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.015792,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30003948.00,29986932.01, 16602.00, 59992042.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.033854,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7060814.94,9422736.47, 0.00, 19992568.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.002274,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143182.00,26873873.54, 16117.00, 59644257.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,8004.433468,16,270,0.00,0.03,138.00,6,270,111.85,9,7,123.33, 6, 264,  110.67, 119.14, 6, 258, 110.51,0.14, 0.00 ,  533628897.87,1975145826.00, 498.00, 7923877426.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,8039.327953,6,484,0.00,0.06,245.00,6,484,138.10,3,3,167.33, 6, 254,  114.19, 163.33, 6, 248, 111.36,0.06, 0.00 ,  1607865590.60,3185809080.33, 16603.00, 7979318794.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,7981.265217,3,18,0.00,0.00,12.00,6,18,4.90,2,1,9.00, 6, 12,  3.00, 6.00, 6, 6, 0.00,0.00, 0.00 ,  3990632608.50,3990611924.50, 20684.00, 7981244533.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, 0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.040527,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061207.47,9267893.92, 658.00, 19992533.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.018503,9,502,0.07,4.18,278.89,6,502,179.65,5,4,204.40, 6, 496,  182.43, 248.00, 6, 490, 171.17,8.52, 0.00 ,  15002312.88,24861645.02, 16235.00, 58052931.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.018327,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004581.75,29983855.25, 20515.00, 59988657.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.029394,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.40, 0.00 ,  7060552.59,9263902.38, 347.00, 19992683.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.001471,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143067.29,25870226.39, 16350.00, 58033321.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.018582,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004645.50,29984234.51, 19963.00, 59989854.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.041223,21,3131,0.17,26.08,2440.71,6,3131,1050.15,12,9,2297.92, 6, 3125,  1107.10, 2283.89, 6, 3119, 1221.86,229.71, 0.00 ,  6002061.15,8452699.89, 0.00, 19992159.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.001862,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143123.14,25858145.27, 16446.00, 58013615.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.018102,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004525.50,29984421.00, 19844.00, 59989385.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.040245,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061190.88,9254889.31, 1016.00, 19992078.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.001372,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143053.14,25845517.61, 16188.00, 57993280.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.040100,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061182.35,9251067.75, 17.00, 19991911.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.002824,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143260.57,25831966.98, 16697.00, 57973969.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.018374,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004593.50,29983856.50, 20731.00, 59988562.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.039852,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061167.76,9246666.23, 476.00, 19991776.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.002153,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143164.71,25820460.74, 16530.00, 57953250.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.017173,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004293.25,29981654.82, 20341.00, 59987803.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.041363,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061256.65,9241461.94, 326.00, 19992620.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.001185,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143026.43,25808919.89, 15658.00, 57934090.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.018280,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004570.00,29984031.00, 20390.00, 59989120.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.039868,21,3131,0.17,26.08,2440.71,6,3131,1050.15,13,8,2360.62, 6, 3125,  1085.62, 2180.25, 6, 3119, 1258.12,255.65, 0.00 ,  6001993.40,8446554.14, 0.00, 19991999.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.001930,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143132.86,25797983.28, 10956.00, 57913282.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.017532,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004383.00,29984187.00, 19752.00, 59988622.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.041212,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061247.76,9227463.76, 0.00, 19992390.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.194805,23,1421,0.19,11.82,1200.87,578,1421,204.53,13,10,1158.54, 578, 1415,  225.02, 1171.60, 578, 1409, 247.31,125.30, 0.00 ,  5463400.23,8698319.46, 0.00, 19992109.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.273379,11,992,0.09,8.25,915.00,542,992,121.87,7,4,888.86, 542, 986,  144.51, 848.25, 542, 980, 178.73,51.73, 0.00 ,  12027337.90,23408192.96, 0.00, 59989334.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.156508,13,1422,0.11,11.83,1014.08,547,1422,202.35,8,5,934.50, 547, 1210,  170.80, 966.40, 547, 1204, 240.26,62.22, 0.00 ,  10013042.33,21865555.68, 0.00, 59982035.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037462,18,456,0.15,3.80,298.67,6,456,130.97,10,8,278.40, 6, 450,  139.33, 267.75, 6, 444, 143.09,23.19, 0.00 ,  7061027.18,9529411.08, 15.00, 19991920.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.000571,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000190.33,28270702.81, 19379.00, 59990716.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.015313,9,466,0.07,3.88,213.11,6,466,166.39,4,5,125.50, 6, 248,  113.76, 191.20, 6, 460, 169.26,4.18, 0.00 ,  15001914.12,25966906.61, 2214.00, 59981604.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.010558,18,456,0.15,3.80,298.67,6,456,130.97,10,8,278.40, 6, 450,  139.33, 267.75, 6, 444, 143.09,23.20, 0.00 ,  7059444.59,9527186.48, 0.00, 19991542.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.019422,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004855.50,29985120.50, 19686.00, 59990275.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001089,9,466,0.07,3.88,258.89,6,466,166.39,5,4,190.00, 6, 460,  168.96, 230.00, 6, 454, 158.45,7.92, 0.00 ,  15000136.12,25960212.91, 709.00, 59964686.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.014967,18,456,0.15,3.80,298.67,6,456,130.97,10,8,278.40, 6, 450,  139.33, 267.75, 6, 444, 143.09,23.20, 0.00 ,  7059703.94,9517792.18, 621.00, 20018573.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.008367,9,466,0.07,3.88,304.67,6,466,151.48,4,5,230.00, 6, 454,  158.45, 272.40, 6, 460, 168.38,7.67, 0.00 ,  15001045.88,25953040.42, 12114.00, 59962839.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.002471,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30000617.75,29980790.75, 19493.00, 59982051.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.157597,24,3323,0.20,27.66,1072.83,6,3323,1251.07,14,10,1001.93, 6, 3143,  1187.66, 840.40, 6, 3137, 1152.43,116.74, 0.00 ,  5224243.35,8528742.07, 0.00, 19980136.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.011892,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30002973.00,29983017.50, 19928.00, 59986135.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.008284,10,678,0.08,5.65,403.80,212,678,170.31,5,5,313.60, 212, 460,  114.85, 400.80, 212, 672, 170.28,13.07, 0.00 ,  13334253.78,24903439.44, 16767.00, 59929195.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.031952,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7060703.06,9492605.97, 0.00, 19980489.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.014072,9,466,0.07,3.88,258.89,6,466,166.39,5,4,190.00, 6, 460,  168.96, 230.00, 6, 454, 158.45,7.92, 0.00 ,  15001759.00,25924621.35, 16869.00, 59909910.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.035286,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7060899.18,9483249.42, 494.00, 19981398.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.015133,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30003783.25,29982667.27, 20364.00, 59987847.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.018124,9,466,0.07,3.88,304.67,6,466,151.48,4,5,230.00, 6, 454,  158.45, 272.40, 6, 460, 168.38,7.67, 0.00 ,  15002265.50,25914208.51, 16873.00, 59892099.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.036449,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7060967.59,9476162.47, 30.00, 19981387.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.016093,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004023.25,29983905.75, 19787.00, 59988130.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.034721,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7060865.94,9448484.54, 0.00, 19980931.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.013151,10,678,0.08,5.65,403.80,212,678,170.31,5,5,313.60, 212, 460,  114.85, 400.80, 212, 672, 170.28,13.07, 0.00 ,  13334794.56,24866989.82, 16445.00, 59861443.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.016553,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004138.25,29982672.80, 19567.00, 59988441.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.036437,22,3137,0.18,26.13,975.64,6,3137,1269.68,13,9,893.00, 6, 2957,  1198.35, 747.11, 6, 2951, 1178.86,96.71, 0.00 ,  5716020.81,8740784.58, 0.00, 19981804.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.017414,9,466,0.07,3.88,258.89,6,466,166.39,5,4,190.00, 6, 460,  168.96, 230.00, 6, 454, 158.45,7.92, 0.00 ,  15002176.75,25885694.11, 16361.00, 59841599.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.013651,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30003412.75,29983388.28, 19975.00, 59988773.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037889,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061052.29,9449446.39, 0.00, 19981357.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001250,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143035.71,26989678.32, 16913.00, 59822524.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037604,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061035.53,9440270.96, 0.00, 19981974.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018651,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004662.75,29984577.75, 20072.00, 59989782.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001595,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143085.00,26977456.92, 16728.00, 59803047.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037542,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061031.88,9430857.67, 0.00, 19982019.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.017940,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004485.00,29984469.50, 19921.00, 59989017.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.000708,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17142958.29,26964397.02, 16895.00, 59782207.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
