Expired Flow,duration,tl_pkts, tl_bytes, pkts/s, bytes/s,avg , min, max, stddev,tot_fw_pk,tot_bw_pk,fw_pkt_l_avg, fw_pkt_l_min, fw_pkt_l_max, fw_pkt_l_std, bw_pkt_l_avg, bw_pkt_l_min, bw_pkt_l_max, bw_pkt_l_stddev, fw_pkt_s, bw_pkt_s, fl_iat_avg, fl_iat_std, fl_iat_min,fl_iat_max,fw_iat_tot, fw_iat_avg, fw_iat_std, fw_iat_min, fw_iat_max,bw_iat_tot, bw_iat_avg, bw_iat_std, bw_iat_min, bw_iat_max
192.168.1.2:44178→116.198.5.150:10602,120.039782,22,3125,0.18,26.03,1140.05,6,3125,1332.93,13,9,1150.00, 6, 3119,  1309.11, 779.11, 6, 3113, 1200.94,124.54, 0.00 ,  5716180.10,8912013.81, 0.00, 19990067.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,121.022622,19,2288,0.16,18.91,657.26,32,2288,790.30,10,9,618.40, 32, 2256,  741.35, 449.78, 32, 2224, 641.17,51.10, 0.00 ,  6723479.00,7367004.68, 0.00, 15119183.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:53176→116.196.101.170:50602,120.019277,9,502,0.07,4.18,328.67,6,502,163.47,4,5,248.00, 6, 490,  171.17, 294.00, 6, 496, 181.84,8.27, 0.00 ,  15002409.62,25887408.66, 19403.00, 59840875.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:41004→114.67.253.121:50602,120.002319,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000773.00,28272403.88, 17556.00, 59992730.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:44178→116.198.5.150:10602,120.039108,18,456,0.15,3.80,221.33,6,456,151.76,10,8,211.20, 6, 450,  149.92, 177.75, 6, 444, 143.56,17.59, 0.00 ,  7061124.00,9456383.64, 523.00, 19990563.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,120.948214,20,1328,0.17,10.98,757.60,32,1328,483.57,10,10,707.20, 32, 1296,  491.53, 678.40, 32, 1264, 487.21,58.47, 0.00 ,  6365695.47,6810578.75, 20224.00, 15119189.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:53176→116.196.101.170:50602,120.019231,10,732,0.08,6.10,436.20,230,732,183.77,5,5,338.80, 230, 496,  123.65, 433.20, 230, 726, 183.75,14.11, 0.00 ,  13335470.11,24842087.89, 19207.00, 59810695.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:41004→114.67.253.121:50602,120.001262,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000420.67,28272115.85, 17611.00, 59991966.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:44178→116.198.5.150:10602,120.715527,17,450,0.14,3.73,207.53,6,450,144.76,9,8,184.67, 6, 438,  133.92, 177.75, 6, 444, 143.56,13.77, 0.00 ,  7544720.44,9545991.32, 0.00, 19990265.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,121.098132,16,512,0.13,4.23,272.00,32,512,147.51,8,8,256.00, 32, 480,  146.64, 228.00, 32, 448, 140.80,16.91, 0.00 ,  8073208.80,7531373.17, 20697.00, 15119144.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:53176→116.196.101.170:50602,120.019054,9,502,0.07,4.18,278.89,6,502,179.65,5,4,204.40, 6, 496,  182.43, 248.00, 6, 490, 171.17,8.52, 0.00 ,  15002381.75,25858626.57, 16840.00, 59800779.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:41004→114.67.253.121:50602,120.001951,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000650.33,28272008.84, 17992.00, 59992568.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:44178→116.198.5.150:10602,120.031969,16,444,0.13,3.70,170.62,6,444,126.28,9,7,142.00, 6, 264,  110.56, 144.86, 6, 258, 110.51,10.65, 0.00 ,  8002131.27,9704504.29, 105.00, 19989781.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,121.098105,16,512,0.13,4.23,272.00,32,512,147.51,8,8,256.00, 32, 480,  146.64, 228.00, 32, 448, 140.80,16.91, 0.00 ,  8073207.00,7532080.20, 20682.00, 15119267.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:53176→116.196.101.170:50602,120.019187,9,502,0.07,4.18,328.67,6,502,163.47,4,5,248.00, 6, 490,  171.17, 294.00, 6, 496, 181.84,8.27, 0.00 ,  15002398.38,25850028.20, 19231.00, 59780617.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:41004→114.67.253.121:50602,120.001991,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000663.67,28272495.56, 17317.00, 59992600.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:44178→116.198.5.150:10602,120.059398,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.54, 0.00 ,  7062317.53,9541993.87, 0.00, 19990262.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,121.037729,18,704,0.15,5.82,410.67,32,704,200.20,9,9,387.56, 32, 672,  207.08, 359.11, 32, 640, 201.13,28.82, 0.00 ,  7119866.41,7076202.75, 20378.00, 15118970.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
